entidad,nom_ent,mun,nom_mun,loc,nom_loc,longitud,latitud,altitud,pobtot,pobmas,pobfem
10,Durango,1,Canatlán,153,Altamira,1044926,244003,1998,3,NA,NA
10,Durango,1,Canatlán,156,El Chaparro de los Rivera,1044329,243803,1971,9,NA,NA
10,Durango,1,Canatlán,158,Los Monos,1045032,244055,2020,7,4,3
10,Durango,1,Canatlán,163,Predio Potrero Nuevo,1044328,243237,1940,22,15,7
10,Durango,1,Canatlán,168,Diez Hermanos (Las Tapias),1051101,242912,2045,7,NA,NA
10,Durango,1,Canatlán,172,Rancho del Cura,1045109,243337,2020,53,29,24
10,Durango,1,Canatlán,176,Predio las Tlazoleras,1044251,243044,1940,53,24,29
10,Durango,1,Canatlán,180,San Antonio de los Reyes,1044409,242250,1921,9,NA,NA
10,Durango,1,Canatlán,191,Guadalupe los Nogales (Las Papas),1045500,242644,2406,6,NA,NA
10,Durango,1,Canatlán,196,San Francisco Dos,1044430,244036,1957,1,NA,NA
10,Durango,1,Canatlán,197,Rancho San Agustín,1045205,244810,1965,11,4,7
10,Durango,1,Canatlán,205,Las Cocinas,1044419,243433,1943,19,10,9
10,Durango,1,Canatlán,206,Predio Colima,1044630,243327,1957,3,NA,NA
10,Durango,1,Canatlán,209,Predio Potrero de Barrera,1044454,243251,1940,14,9,5
10,Durango,1,Canatlán,212,La Loma de los Metates,1044139,243146,1940,14,6,8
10,Durango,1,Canatlán,215,Los Nieves,1044200,243716,1940,2,NA,NA
10,Durango,1,Canatlán,228,Predio Potrero del Trigo,1044417,243145,1940,6,3,3
10,Durango,1,Canatlán,231,Ex-Hacienda de Cañas,1044815,244747,1966,6,NA,NA
10,Durango,1,Canatlán,233,Francisco Merino (San Bernardino),1045240,243939,2060,1,NA,NA
10,Durango,1,Canatlán,237,Predio Santa Cruz de las Huertas,1044555,243257,1940,137,68,69
10,Durango,1,Canatlán,238,Los Sauces [Balneario],1045058,244351,1957,1,NA,NA
10,Durango,1,Canatlán,239,El Saucillal,1052123,243126,2173,4,NA,NA
10,Durango,1,Canatlán,242,El Vergel de Sauces,1045217,244349,1971,16,10,6
10,Durango,1,Canatlán,245,La Esperanza,1044003,243937,1977,1,NA,NA
10,Durango,1,Canatlán,258,El Refugio (El Moradito),1044333,242203,1918,1,NA,NA
10,Durango,1,Canatlán,259,El Álamo,1044555,243832,1996,4,NA,NA
10,Durango,1,Canatlán,267,El Porvenir (Casas Coloradas),1044251,242118,1918,5,NA,NA
10,Durango,1,Canatlán,275,Predio Potrero del Huizachal,1044430,243204,1940,13,6,7
10,Durango,1,Canatlán,278,El Ranchito,1052706,243124,2606,8,NA,NA
10,Durango,1,Canatlán,282,Magueycitos,1050148,242437,2736,3,NA,NA
10,Durango,1,Canatlán,287,Las Latas,1051524,243525,2011,11,NA,NA
10,Durango,1,Canatlán,289,La Abeja,1045446,244422,1999,5,NA,NA
10,Durango,1,Canatlán,292,Álvarez (El Gallinazo),1043912,242753,1938,1,NA,NA
10,Durango,1,Canatlán,294,Rancho el Lienzo Blanco,1044130,242907,1934,6,NA,NA
10,Durango,1,Canatlán,295,La Boquilla,1051102,243001,2091,9,NA,NA
10,Durango,1,Canatlán,296,Buenavista,1045108,243925,2037,7,NA,NA
10,Durango,1,Canatlán,297,Las Cabañas,1044850,243158,1998,5,NA,NA
10,Durango,1,Canatlán,301,El Capricho,1044318,242255,1919,4,NA,NA
10,Durango,1,Canatlán,308,Charoláis los Sauces I,1044244,242203,1918,1,NA,NA
10,Durango,1,Canatlán,309,Charoláis los Sauces II,1044250,242137,1918,1,NA,NA
10,Durango,1,Canatlán,312,Crucero del Ojo de Agua del Mezquital,1044356,243351,1940,1,NA,NA
10,Durango,1,Canatlán,313,La Cueva,1052103,243505,2207,6,NA,NA
10,Durango,1,Canatlán,316,Huerta el Llano,1044310,242800,1930,6,NA,NA
10,Durango,1,Canatlán,317,Don Chema,1044322,242903,1934,5,NA,NA
10,Durango,1,Canatlán,319,Los Dorados,1044413,242017,1915,4,NA,NA
10,Durango,1,Canatlán,320,Huerta Duran,1044329,242730,1927,9,NA,NA
10,Durango,1,Canatlán,326,La Ganadera,1044021,242409,1930,3,NA,NA
10,Durango,1,Canatlán,327,Las Palmas,1044411,242834,1933,7,NA,NA
10,Durango,1,Canatlán,328,La Guarnición (La Pequeña),1044431,242651,1927,7,NA,NA
10,Durango,1,Canatlán,330,Huerta Ruiz,1045515,244414,2003,1,NA,NA
10,Durango,1,Canatlán,336,Rancho San Felipe,1044146,242501,1927,4,NA,NA
10,Durango,1,Canatlán,342,Manuel Ortega,1044233,242824,1934,2,NA,NA
10,Durango,1,Canatlán,343,Huerta Varela,1044249,242824,1933,2,NA,NA
10,Durango,1,Canatlán,344,Juan Morales,1044236,242831,1934,2,NA,NA
10,Durango,1,Canatlán,346,Carmen Ortega,1044256,242835,1934,10,NA,NA
10,Durango,1,Canatlán,351,El Paso Real (Rufino Contreras),1044335,242926,1936,2,NA,NA
10,Durango,1,Canatlán,356,Joaquín Ibarra,1044429,242855,1938,5,NA,NA
10,Durango,1,Canatlán,357,Lalo Acuña,1044208,242657,1927,2,NA,NA
10,Durango,1,Canatlán,368,Predio Mundo Engañoso,1044527,243147,1940,5,NA,NA
10,Durango,1,Canatlán,370,El Nocebe,1044302,242047,1913,1,NA,NA
10,Durango,1,Canatlán,372,Ojo de Agua del Mezquital,1044305,243402,1940,8,NA,NA
10,Durango,1,Canatlán,373,Los Ojuelos,1044513,242024,1924,5,NA,NA
10,Durango,1,Canatlán,384,La Preciosa,1042719,242602,2067,2,NA,NA
10,Durango,1,Canatlán,385,Predio el Pozole,1044701,243432,1977,14,7,7
10,Durango,1,Canatlán,386,Predio la Cañada,1044620,243313,1957,84,44,40
10,Durango,1,Canatlán,390,El Río (Los García),1044307,242641,1927,2,NA,NA
10,Durango,1,Canatlán,392,San Carlos de los Reyes,1044355,242311,1923,1,NA,NA
10,Durango,1,Canatlán,395,San Juan,1044353,242850,1934,3,NA,NA
10,Durango,1,Canatlán,396,Agrícola Ganadera Bravo (San Rafael),1044346,242333,1924,5,NA,NA
10,Durango,1,Canatlán,399,Santa Isabel,1044322,242820,1930,3,NA,NA
10,Durango,1,Canatlán,401,Sarita,1044331,242908,1934,8,NA,NA
10,Durango,1,Canatlán,402,Predio la Sauceda,1044505,243054,1940,5,NA,NA
10,Durango,1,Canatlán,408,Hacienda los Pinos,1045040,243823,2019,5,NA,NA
10,Durango,1,Canatlán,417,El Sauz (Gustavo Silerio),1044322,242158,1918,2,NA,NA
10,Durango,1,Canatlán,421,Rancho San Daniel,1044814,243535,1977,7,NA,NA
10,Durango,1,Canatlán,423,Los Ángeles (Predio la Esperanza),1051455,242116,2557,7,NA,NA
10,Durango,1,Canatlán,424,Rancho de Martín,1051243,243831,2251,6,NA,NA
10,Durango,1,Canatlán,425,Rancho las Canoas,1052332,242409,2460,8,NA,NA
10,Durango,1,Canatlán,426,La Joya de los Quiotes,1052759,243123,2557,34,15,19
10,Durango,1,Canatlán,430,Los Arcos,1043938,242754,1933,2,NA,NA
10,Durango,1,Canatlán,432,Monte Cristo,1044151,242419,1927,2,NA,NA
10,Durango,1,Canatlán,433,Rancho el Andariego,1044253,242758,1930,4,NA,NA
10,Durango,1,Canatlán,434,Rancho Medina,1043936,243333,1922,1,NA,NA
10,Durango,1,Canatlán,438,José María Huerta Andrade,1044212,242623,1927,2,NA,NA
10,Durango,1,Canatlán,441,Rancherías,1043507,243948,1965,37,18,19
10,Durango,1,Canatlán,442,El Refugio,1045130,242612,2573,2,NA,NA
10,Durango,1,Canatlán,443,La Coyotera,1044210,242701,1927,7,NA,NA
10,Durango,1,Canatlán,444,Rancho las Ánimas,1044742,243441,1985,3,NA,NA
10,Durango,1,Canatlán,445,Manuel Muñoz,1044155,242641,1927,4,NA,NA
10,Durango,1,Canatlán,447,Ojo de Agua,1044722,243457,1977,5,NA,NA
10,Durango,1,Canatlán,448,El Rancho de Arriba,1045252,244305,1993,6,NA,NA
10,Durango,1,Canatlán,449,Tableteros,1045117,242308,2481,2,NA,NA
10,Durango,1,Canatlán,9998,Localidades de una vivienda,,,,260,141,119
10,Durango,1,Canatlán,9999,Localidades de dos viviendas,,,,98,53,45
10,Durango,2,Canelas,0,Total del Municipio,,,,4122,2165,1957
10,Durango,2,Canelas,1,Canelas,1063242,250718,1369,734,365,369
10,Durango,2,Canelas,5,El Aguacate,1063556,250657,1187,24,13,11
10,Durango,2,Canelas,16,Brasiles,1063900,250232,656,24,10,14
10,Durango,2,Canelas,18,El Cajón,1063826,250158,765,23,13,10
10,Durango,2,Canelas,19,La Caña,1063451,250319,955,4,NA,NA
10,Durango,2,Canelas,21,El Carrizo,1063856,250529,1447,6,NA,NA
10,Durango,2,Canelas,23,Cebollas Grandes,1062414,250627,2683,37,18,19
10,Durango,2,Canelas,24,Cebollitas,1062640,250610,2486,38,18,20
10,Durango,2,Canelas,34,Los Chirimoyos,1063820,250617,1208,22,9,13
10,Durango,2,Canelas,38,La Escondida,1061605,250254,2380,3,NA,NA
10,Durango,2,Canelas,41,El Guasimal,1064107,250726,873,16,10,6
10,Durango,2,Canelas,43,El Granadito,1063158,250324,1363,5,NA,NA
10,Durango,2,Canelas,44,Guachapure,1063913,250226,681,15,8,7
10,Durango,2,Canelas,45,La Hacienda,1063221,250221,1162,5,NA,NA
10,Durango,2,Canelas,47,Las Joyas,1061213,250517,2360,29,15,14
10,Durango,2,Canelas,50,Los Lobos,1062937,250107,2222,19,12,7
10,Durango,2,Canelas,51,La Cañada del Macho,1062811,250710,2595,20,14,6
10,Durango,2,Canelas,55,El Mautal,1063955,250240,602,7,NA,NA
10,Durango,2,Canelas,56,El Mecatal,1063927,250225,621,26,14,12
10,Durango,2,Canelas,57,Mesa de Guadalupe,1062735,250322,1652,131,71,60
10,Durango,2,Canelas,64,Mirasolar,1064150,250643,1001,6,NA,NA
10,Durango,2,Canelas,68,El Ojito de Camellones,1061255,250326,2362,136,61,75
10,Durango,2,Canelas,69,El Oro,1064227,250704,576,16,8,8
10,Durango,2,Canelas,72,Pascuas,1063708,250210,815,10,6,4
10,Durango,2,Canelas,76,El Pinal,1063424,250845,1479,8,NA,NA
10,Durango,2,Canelas,82,El Ranchito de Birimoa,1063645,250332,1082,9,NA,NA
10,Durango,2,Canelas,86,El Potrero de Birimoa,1063723,250412,1397,4,NA,NA
10,Durango,2,Canelas,87,El Puerto del Agua,1062914,250413,2361,9,5,4
10,Durango,2,Canelas,89,El Ranchito,1063129,250641,1530,34,18,16
10,Durango,2,Canelas,94,El Río,1063148,250341,1160,14,6,8
10,Durango,2,Canelas,96,Salsipuedes,1062958,250253,1985,40,22,18
10,Durango,2,Canelas,97,El Salto de Camellones,1061444,250329,2301,182,93,89
10,Durango,2,Canelas,99,San Juan de Huichacán,1063138,250231,1312,10,5,5
10,Durango,2,Canelas,101,San Nicolás,1064058,250549,1028,6,NA,NA
10,Durango,2,Canelas,104,Santas Marías,1063237,250848,1473,50,26,24
10,Durango,2,Canelas,105,El Sauz,1063432,250435,1363,6,NA,NA
10,Durango,2,Canelas,107,Taunitas,1061003,250700,2350,18,11,7
10,Durango,2,Canelas,108,Tecolotes,1062235,250745,2411,7,4,3
10,Durango,2,Canelas,109,La Tembladora,1061300,250205,2380,202,110,92
10,Durango,2,Canelas,110,El Tepehuaje,1063605,250235,924,9,NA,NA
10,Durango,2,Canelas,111,Tierra Azul,1063131,250513,1949,12,5,7
10,Durango,2,Canelas,114,Vascogil,1062143,250739,2376,163,81,82
10,Durango,2,Canelas,116,Los Veranos,1063508,250057,919,11,5,6
10,Durango,2,Canelas,118,La Yerbabuena,1063213,250703,1446,166,88,78
10,Durango,2,Canelas,122,Zapotes de Rodríguez,1063341,250815,1246,133,72,61
10,Durango,2,Canelas,123,Zapotes de Valencia,1063914,250910,787,69,34,35
10,Durango,2,Canelas,124,Valuarte,1062031,250517,2447,8,NA,NA
10,Durango,2,Canelas,133,Carboneras,1063219,250719,1431,29,17,12
10,Durango,2,Canelas,135,El Comedero del Rodeo,1063321,250832,1433,6,NA,NA
10,Durango,2,Canelas,137,El Huesquelite,1063320,250831,1420,3,NA,NA
10,Durango,2,Canelas,138,Santa Rosa,1063418,250922,1564,13,7,6
10,Durango,2,Canelas,139,La Cuchilla,1063458,250938,1296,4,NA,NA
10,Durango,2,Canelas,142,La Joya,1063418,250838,1376,1,NA,NA
10,Durango,2,Canelas,150,El Potrerito de Valles,1063704,250730,894,26,15,11
10,Durango,2,Canelas,151,El Durazno de Beltrán,1063759,250741,1236,16,10,6
10,Durango,2,Canelas,152,El Laurelito,1063533,250740,1558,9,NA,NA
10,Durango,2,Canelas,153,La Tijera,1063457,250654,1672,19,6,13
10,Durango,2,Canelas,157,Los Otates,1063507,250828,1001,50,24,26
10,Durango,2,Canelas,158,La Lajita,1062556,250814,2616,18,11,7
10,Durango,2,Canelas,167,Potrerito de Carrasco,1063350,250437,1227,65,36,29
10,Durango,2,Canelas,169,La Esperanza,1062624,250517,2645,25,14,11
10,Durango,2,Canelas,177,El Potrero de los Cháidez,1063733,250147,860,7,NA,NA
10,Durango,2,Canelas,181,Llano Blanco,1063637,245727,2139,91,53,38
10,Durango,2,Canelas,200,El Madroño (La Cueva),1063022,250408,1637,14,8,6
10,Durango,2,Canelas,205,La Traspana,1061159,250354,2393,12,NA,NA
10,Durango,2,Canelas,223,La Tembladora,1063321,245911,1329,52,32,20
10,Durango,2,Canelas,226,Las Adjuntas (La Junta),1061159,250413,2401,27,14,13
10,Durango,2,Canelas,227,Agua Blanca de Avitia,1063455,250531,1656,46,23,23
10,Durango,2,Canelas,236,La Mesa de Coroneles,1062616,251017,2543,3,NA,NA
10,Durango,2,Canelas,239,Galeancita,1061037,250715,2335,9,5,4
10,Durango,2,Canelas,254,Las Manzanillas,1063057,250827,1832,3,NA,NA
10,Durango,2,Canelas,255,El Mautal,1063612,250404,1243,10,NA,NA
10,Durango,2,Canelas,263,El Puerto la Esperanza,1061058,250707,2403,4,NA,NA
10,Durango,2,Canelas,264,Rancho Santo Niño,1060834,250528,2449,15,NA,NA
10,Durango,2,Canelas,270,San Miguel,1063928,250655,986,2,NA,NA
10,Durango,2,Canelas,274,La Soledad,1062945,250359,2109,42,20,22
10,Durango,2,Canelas,275,El Tablón,1063335,250620,1846,31,21,10
10,Durango,2,Canelas,283,La Ermita,1063320,250753,1302,12,7,5
10,Durango,2,Canelas,284,Pino Alto,1063239,250641,1500,19,8,11
10,Durango,2,Canelas,286,La Cupia (Jojobitos),1063648,250911,815,11,NA,NA
10,Durango,2,Canelas,290,La Mesa de los Mateos,1063206,250511,1704,39,26,13
10,Durango,2,Canelas,292,La Cañita,1064029,250743,769,15,NA,NA
10,Durango,2,Canelas,299,Buenavista,1063530,250416,1523,6,NA,NA
10,Durango,2,Canelas,300,Llano de la Estancia,1063226,250828,1442,6,NA,NA
10,Durango,2,Canelas,302,La Ramada,1063042,250813,1855,11,6,5
10,Durango,2,Canelas,305,El Llano,1063348,250547,1617,14,7,7
10,Durango,2,Canelas,306,El Granadillo,1063213,250827,1475,2,NA,NA
10,Durango,2,Canelas,309,La Cieneguita,1061342,250319,2342,16,10,6
10,Durango,2,Canelas,310,Birimoa,1063658,250443,1231,14,8,6
10,Durango,2,Canelas,311,Mesa de la Caña,1063523,250314,1163,7,NA,NA
10,Durango,2,Canelas,315,Arroyo Grande,1063044,250416,1569,127,72,55
10,Durango,2,Canelas,316,Los Sauces de Arroyo Grande,1063058,250459,1724,16,11,5
10,Durango,2,Canelas,317,El Aguaje,1063008,250524,2093,21,10,11
10,Durango,2,Canelas,323,La Plomosa,1063707,250154,1090,35,18,17
10,Durango,2,Canelas,324,Los Bevelamos,1063749,250204,893,6,NA,NA
10,Durango,2,Canelas,344,Potrero Grande,1062529,250251,2467,19,12,7
10,Durango,2,Canelas,345,Las Trojas,1063728,250241,1080,78,41,37
10,Durango,2,Canelas,347,Metates,1061745,250207,2609,28,15,13
10,Durango,2,Canelas,354,Ramblas,1062428,250406,2573,1,NA,NA
10,Durango,2,Canelas,360,Joya de Montoros,1061149,250155,2275,10,NA,NA
10,Durango,2,Canelas,361,La Aurora,1061402,245955,2625,25,13,12
10,Durango,2,Canelas,369,El Saucito,1064047,250411,958,6,NA,NA
10,Durango,2,Canelas,371,El Sobaco,1062520,250212,2183,11,5,6
10,Durango,2,Canelas,373,La Ciénega,1063235,250133,1456,75,41,34
10,Durango,2,Canelas,377,El Durazno de los López,1063255,250509,1476,47,18,29
10,Durango,2,Canelas,379,El Cajoncito,1063747,250204,906,7,NA,NA
10,Durango,2,Canelas,384,Camellones,1061357,250321,2334,2,NA,NA
10,Durango,2,Canelas,387,La Mesa de los Quiotes,1063328,245833,1487,11,NA,NA
10,Durango,2,Canelas,388,Minitas de Palomas,1061147,250639,2434,10,NA,NA
10,Durango,2,Canelas,389,La Mora (Cuesta de Pinitos),1063502,250821,1072,9,6,3
10,Durango,2,Canelas,390,Palo Verde,1063333,250904,1636,1,NA,NA
10,Durango,2,Canelas,392,La Quebradita,1061507,250212,2199,3,NA,NA
10,Durango,2,Canelas,393,Rancho Escondido,1063219,250214,1224,34,15,19
10,Durango,2,Canelas,394,La Rosita,1062113,250731,2405,11,2,9
10,Durango,2,Canelas,396,Ventanitas,1063144,250725,1567,8,NA,NA
10,Durango,2,Canelas,397,La Mesa de la Perra,1064027,245925,1566,21,14,7
10,Durango,2,Canelas,398,San José de Llanitos,1062458,250243,2309,24,13,11
10,Durango,2,Canelas,400,El Madroño,1062943,250347,2128,3,NA,NA
10,Durango,2,Canelas,402,La Guacamaya,1063154,245721,2296,13,8,5
10,Durango,2,Canelas,405,Los Sauces del Granadito,1063155,250315,1407,10,NA,NA
10,Durango,2,Canelas,411,La Angostura,1064036,250826,650,29,15,14
10,Durango,2,Canelas,412,Agua Amarilla,1061422,250404,2365,3,NA,NA
10,Durango,2,Canelas,413,Cerro Prieto,1063223,250045,1883,37,25,12
10,Durango,2,Canelas,415,El Encinal,1063123,250338,1428,19,9,10
10,Durango,2,Canelas,416,El Nogal,1063001,250410,1980,4,NA,NA
10,Durango,2,Canelas,417,La Cruz Grande,1063236,250551,1835,1,NA,NA
10,Durango,2,Canelas,418,La Mostaza,1063046,250402,1725,7,NA,NA
10,Durango,2,Canelas,9998,Localidades de una vivienda,,,,84,48,36
10,Durango,2,Canelas,9999,Localidades de dos viviendas,,,,221,116,105
10,Durango,3,Coneto de Comonfort,0,Total del Municipio,,,,4530,2244,2286
10,Durango,3,Coneto de Comonfort,1,Coneto de Comonfort,1044607,245848,1960,858,423,435
10,Durango,3,Coneto de Comonfort,2,Los Alhelíes,1043956,245142,1926,26,14,12
10,Durango,3,Coneto de Comonfort,3,El Carmen (Chorreños),1045114,250559,2102,6,NA,NA
10,Durango,3,Coneto de Comonfort,4,San Francisco Javier de Lajas (Lajas),1044203,245434,1960,566,276,290
10,Durango,3,Coneto de Comonfort,7,Las Morenas,1044114,245739,1846,106,51,55
10,Durango,3,Coneto de Comonfort,8,Nogales,1044313,245842,1911,1117,539,578
10,Durango,3,Coneto de Comonfort,9,Los Ojitos,1043819,245533,1726,82,47,35
10,Durango,3,Coneto de Comonfort,11,Pípila (Chiganayo),1043632,245729,1680,246,121,125
10,Durango,3,Coneto de Comonfort,13,Las Playas (El Mono),1044051,245745,1840,1,NA,NA
10,Durango,3,Coneto de Comonfort,14,El Porvenir,1044503,250336,1981,259,124,135
10,Durango,3,Coneto de Comonfort,15,San José de Basoco,1044916,250353,2040,167,79,88
10,Durango,3,Coneto de Comonfort,16,Sapioris,1045428,250829,2289,164,85,79
10,Durango,3,Coneto de Comonfort,17,La Venada,1045221,250826,2244,21,12,9
10,Durango,3,Coneto de Comonfort,18,Vizcaíno,1044631,250520,2062,451,232,219
10,Durango,3,Coneto de Comonfort,19,Ignacio Zaragoza (Potrillos),1045910,250813,1979,323,169,154
10,Durango,3,Coneto de Comonfort,22,Saucitos,1044201,250640,1820,5,NA,NA
10,Durango,3,Coneto de Comonfort,23,San Antonio de Indeje,1044431,250544,1900,4,NA,NA
10,Durango,3,Coneto de Comonfort,24,Colorines,1044411,250325,2036,2,NA,NA
10,Durango,3,Coneto de Comonfort,30,El Ranchito,1043654,245712,1663,37,20,17
10,Durango,3,Coneto de Comonfort,55,Arroyo del Caballo,1043851,245143,1887,38,18,20
10,Durango,3,Coneto de Comonfort,56,Las Américas,1045821,250615,2043,29,15,14
10,Durango,3,Coneto de Comonfort,60,Paso del Oro,1044322,250757,1927,4,NA,NA
10,Durango,3,Coneto de Comonfort,66,El Chaparral,1044207,245402,1982,6,NA,NA
10,Durango,3,Coneto de Comonfort,69,Coneto de Indios,1044919,250243,2061,3,NA,NA
10,Durango,3,Coneto de Comonfort,70,La Joya,1044615,250538,2044,5,NA,NA
10,Durango,3,Coneto de Comonfort,73,Peñolitos,1044253,245337,2004,2,NA,NA
10,Durango,3,Coneto de Comonfort,81,La Pradera,1044416,250342,1984,2,NA,NA
10,Durango,3,Coneto de Comonfort,9998,Localidades de una vivienda,,,,34,16,18
10,Durango,3,Coneto de Comonfort,9999,Localidades de dos viviendas,,,,6,3,3
10,Durango,4,Cuencamé,0,Total del Municipio,,,,33664,16961,16703
10,Durango,4,Cuencamé,1,Cuencamé de Ceniceros,1034145,245212,1580,9848,4926,4922
10,Durango,4,Cuencamé,2,Agua Vieja,1035050,250124,1442,15,9,6
10,Durango,4,Cuencamé,3,El Alamillo,1034421,240931,2240,324,163,161
10,Durango,4,Cuencamé,4,Las Amarillas,1034752,250015,1460,1,NA,NA
10,Durango,4,Cuencamé,5,Asarco,1034534,250458,1340,17,7,10
10,Durango,4,Cuencamé,6,Compañía Ganadera Atotonilco Sociedad Cooperativa de Producción,1034146,243832,1960,20,8,12
10,Durango,4,Cuencamé,7,Los Azules,1034728,241954,2136,5,NA,NA
10,Durango,4,Cuencamé,10,Cerrito Colorado (Santa Eulalia),1032505,245644,1450,109,68,41
10,Durango,4,Cuencamé,11,Cerro Santiago (Cerro de Santiago),1034906,243231,2012,168,79,89
10,Durango,4,Cuencamé,12,Cerro Gordo,1033839,244708,1724,95,53,42
10,Durango,4,Cuencamé,15,Los Cuatillos (Hacienda de Pedriceña),1034617,250544,1329,637,324,313
10,Durango,4,Cuencamé,16,Cuauhtémoc,1034838,241724,2165,2998,1506,1492
