CARRERA,Semestre,Promedio
ADMINISTRACION,9,90.35
ADMINISTRACION,9,90.69
ADMINISTRACION,9,90.79
ADMINISTRACION,9,91
ADMINISTRACION,9,91.06
ADMINISTRACION,9,91.33
ADMINISTRACION,9,91.6
ADMINISTRACION,9,92.08
ADMINISTRACION,9,92.12
ADMINISTRACION,9,92.51
ADMINISTRACION,9,92.53
ADMINISTRACION,9,93.39
ADMINISTRACION,9,93.54
ADMINISTRACION,9,93.59
ADMINISTRACION,9,93.92
ADMINISTRACION,9,95.11
ADMINISTRACION,9,95.13
ADMINISTRACION,9,95.46
ADMINISTRACION,9,95.53
ADMINISTRACION,9,95.67
ADMINISTRACION,9,96.35
ADMINISTRACION,9,97.35
ADMINISTRACION,9,97.47
ADMINISTRACION,10,80.1
ADMINISTRACION,10,81.03
ADMINISTRACION,10,81.7
ADMINISTRACION,10,82.48
ADMINISTRACION,10,83.31
ADMINISTRACION,10,83.4
ADMINISTRACION,10,83.43
ADMINISTRACION,10,84.02
ADMINISTRACION,10,84.1
ADMINISTRACION,10,84.48
ADMINISTRACION,10,84.95
ADMINISTRACION,10,85.5
ADMINISTRACION,10,85.7
ADMINISTRACION,10,86.02
ADMINISTRACION,10,86.51
ADMINISTRACION,10,87.05
ADMINISTRACION,10,87.7
ADMINISTRACION,10,88.18
ADMINISTRACION,10,88.45
ADMINISTRACION,10,89.65
ADMINISTRACION,10,90.38
ADMINISTRACION,10,92.06
ADMINISTRACION,11,80.96
ADMINISTRACION,11,81.62
ADMINISTRACION,11,82.21
ADMINISTRACION,11,82.94
ADMINISTRACION,11,83.27
ADMINISTRACION,11,83.47
ADMINISTRACION,11,83.69
ADMINISTRACION,11,84.04
ADMINISTRACION,11,85.19
ADMINISTRACION,11,85.82
ADMINISTRACION,11,86.44
ADMINISTRACION,11,88.13
ADMINISTRACION,12,80.67
ADMINISTRACION,13,90.34
ADMINISTRACION,14,83.94
ADMINISTRACION,14,85.82
ARQUITECTURA,1,79
ARQUITECTURA,1,81.33
ARQUITECTURA,1,82.2
ARQUITECTURA,1,82.2
ARQUITECTURA,1,86.75
ARQUITECTURA,2,72.5
ARQUITECTURA,2,72.5
ARQUITECTURA,2,73.67
ARQUITECTURA,2,76.67
ARQUITECTURA,2,77.6
ARQUITECTURA,2,78.33
ARQUITECTURA,2,78.4
ARQUITECTURA,2,78.5
ARQUITECTURA,2,79
ARQUITECTURA,2,79.2
ARQUITECTURA,2,79.25
ARQUITECTURA,2,79.33
ARQUITECTURA,2,79.5
ARQUITECTURA,2,79.5
ARQUITECTURA,2,79.8
ARQUITECTURA,2,80.17
ARQUITECTURA,2,80.5
ARQUITECTURA,2,80.5
ARQUITECTURA,2,81
ARQUITECTURA,2,81
ARQUITECTURA,2,81
ARQUITECTURA,2,81
ARQUITECTURA,2,81
ARQUITECTURA,2,81.5
ARQUITECTURA,2,81.5
ARQUITECTURA,2,81.5
ARQUITECTURA,2,81.5
ARQUITECTURA,2,81.67
ARQUITECTURA,2,81.67
ARQUITECTURA,2,81.8
ARQUITECTURA,2,81.83
ARQUITECTURA,2,82.33
ARQUITECTURA,2,82.5
ARQUITECTURA,2,82.5
ARQUITECTURA,2,83.17
ARQUITECTURA,2,83.2
ARQUITECTURA,2,83.29
ARQUITECTURA,2,83.33
ARQUITECTURA,2,83.33
ARQUITECTURA,2,83.5
ARQUITECTURA,2,83.5
ARQUITECTURA,2,83.5
ARQUITECTURA,2,83.6
ARQUITECTURA,2,83.6
ARQUITECTURA,2,83.67
ARQUITECTURA,2,83.8
ARQUITECTURA,2,83.83
ARQUITECTURA,2,83.83
ARQUITECTURA,2,84
ARQUITECTURA,2,84
ARQUITECTURA,2,84.17
ARQUITECTURA,2,84.17
ARQUITECTURA,2,84.6
ARQUITECTURA,2,84.6
ARQUITECTURA,2,84.67
ARQUITECTURA,2,85
ARQUITECTURA,2,85.17
ARQUITECTURA,2,85.5
ARQUITECTURA,2,85.67
ARQUITECTURA,2,85.67
ARQUITECTURA,2,86
ARQUITECTURA,2,86
ARQUITECTURA,2,86.17
ARQUITECTURA,2,86.33
ARQUITECTURA,2,86.33
ARQUITECTURA,2,87
ARQUITECTURA,2,87
ARQUITECTURA,2,87
ARQUITECTURA,2,87
ARQUITECTURA,2,87.5
ARQUITECTURA,2,88.17
ARQUITECTURA,2,88.17
ARQUITECTURA,2,88.33
ARQUITECTURA,2,88.33
ARQUITECTURA,2,88.33
ARQUITECTURA,2,88.83
ARQUITECTURA,2,89.33
ARQUITECTURA,2,89.67
ARQUITECTURA,2,90.5
ARQUITECTURA,3,76.6
ARQUITECTURA,3,77.8
ARQUITECTURA,3,78.86
ARQUITECTURA,3,79.6
ARQUITECTURA,3,80.11
ARQUITECTURA,3,81
ARQUITECTURA,3,81.3
ARQUITECTURA,3,81.8
ARQUITECTURA,3,82
ARQUITECTURA,3,82
ARQUITECTURA,3,82.18
ARQUITECTURA,3,82.27
ARQUITECTURA,3,82.9
ARQUITECTURA,3,83.25
ARQUITECTURA,3,83.25
ARQUITECTURA,3,83.5
ARQUITECTURA,3,83.64
ARQUITECTURA,3,84
ARQUITECTURA,3,84
ARQUITECTURA,3,84.2
ARQUITECTURA,3,84.2
ARQUITECTURA,3,84.27
ARQUITECTURA,3,84.44
ARQUITECTURA,3,84.5
ARQUITECTURA,3,84.58
ARQUITECTURA,3,84.91
ARQUITECTURA,3,84.92
ARQUITECTURA,3,85
ARQUITECTURA,3,85
ARQUITECTURA,3,85.25
ARQUITECTURA,3,85.55
ARQUITECTURA,3,85.83
ARQUITECTURA,3,86
ARQUITECTURA,3,86.25
ARQUITECTURA,3,86.25
ARQUITECTURA,3,86.4
ARQUITECTURA,3,86.42
ARQUITECTURA,3,86.63
ARQUITECTURA,3,86.67
ARQUITECTURA,3,86.71
ARQUITECTURA,3,86.71
ARQUITECTURA,3,87
ARQUITECTURA,3,87.43
ARQUITECTURA,3,88.17
ARQUITECTURA,3,88.75
ARQUITECTURA,3,88.83
ARQUITECTURA,3,88.92
ARQUITECTURA,3,88.92
ARQUITECTURA,3,89
ARQUITECTURA,3,89.08
ARQUITECTURA,3,89.33
ARQUITECTURA,3,89.33
ARQUITECTURA,3,89.45
ARQUITECTURA,3,89.67
ARQUITECTURA,3,89.67
ARQUITECTURA,3,89.67
ARQUITECTURA,3,89.73
ARQUITECTURA,3,89.75
ARQUITECTURA,3,89.92
ARQUITECTURA,3,90
ARQUITECTURA,3,90.17
ARQUITECTURA,3,90.33
ARQUITECTURA,3,90.33
ARQUITECTURA,3,90.42
ARQUITECTURA,3,90.42
ARQUITECTURA,3,90.5
ARQUITECTURA,3,90.58
ARQUITECTURA,3,90.92
ARQUITECTURA,3,91.42
ARQUITECTURA,3,92.25
ARQUITECTURA,3,92.5
ARQUITECTURA,3,92.67
ARQUITECTURA,3,93.33
ARQUITECTURA,3,93.83
ARQUITECTURA,3,96.42
ARQUITECTURA,4,76.42
ARQUITECTURA,4,76.5
ARQUITECTURA,4,78.23
ARQUITECTURA,4,78.54
ARQUITECTURA,4,78.67
ARQUITECTURA,4,78.73
ARQUITECTURA,4,79.07
ARQUITECTURA,4,79.33
ARQUITECTURA,4,79.4
ARQUITECTURA,4,80.25
ARQUITECTURA,4,80.3
ARQUITECTURA,4,80.58
ARQUITECTURA,4,80.69
ARQUITECTURA,4,80.7
ARQUITECTURA,4,80.88
ARQUITECTURA,4,81
ARQUITECTURA,4,81
ARQUITECTURA,4,81.43
ARQUITECTURA,4,81.53
ARQUITECTURA,4,81.64
ARQUITECTURA,4,81.71
ARQUITECTURA,4,81.9
ARQUITECTURA,4,81.93
ARQUITECTURA,4,82.07
ARQUITECTURA,4,82.13
ARQUITECTURA,4,82.15
ARQUITECTURA,4,82.28
ARQUITECTURA,4,82.5
ARQUITECTURA,4,82.73
ARQUITECTURA,4,82.79
ARQUITECTURA,4,82.86
ARQUITECTURA,4,83.07
ARQUITECTURA,4,83.13
ARQUITECTURA,4,83.19
ARQUITECTURA,4,83.44
ARQUITECTURA,4,83.5
ARQUITECTURA,4,83.88
ARQUITECTURA,4,84.19
ARQUITECTURA,4,84.33
ARQUITECTURA,4,84.33
ARQUITECTURA,4,84.44
ARQUITECTURA,4,84.8
ARQUITECTURA,4,85
ARQUITECTURA,4,85.31
ARQUITECTURA,4,85.7
ARQUITECTURA,4,85.71
ARQUITECTURA,4,85.81
ARQUITECTURA,4,85.92
ARQUITECTURA,4,85.93
ARQUITECTURA,4,86
ARQUITECTURA,4,86.38
ARQUITECTURA,4,86.47
ARQUITECTURA,4,86.69
ARQUITECTURA,4,87
ARQUITECTURA,4,87.12
ARQUITECTURA,4,87.21
ARQUITECTURA,4,87.24
ARQUITECTURA,4,87.27
ARQUITECTURA,4,87.28
ARQUITECTURA,4,87.4
ARQUITECTURA,4,87.94
ARQUITECTURA,4,88.28
ARQUITECTURA,4,88.33
ARQUITECTURA,4,88.38
ARQUITECTURA,4,88.42
ARQUITECTURA,4,88.56
ARQUITECTURA,4,88.88
ARQUITECTURA,4,89
ARQUITECTURA,4,89
ARQUITECTURA,4,89.13
ARQUITECTURA,4,89.14
ARQUITECTURA,4,89.18
ARQUITECTURA,4,89.29
ARQUITECTURA,4,89.71
ARQUITECTURA,4,90.06
ARQUITECTURA,4,91.61
ARQUITECTURA,4,93.94
ARQUITECTURA,4,94.82
ARQUITECTURA,5,77.73
ARQUITECTURA,5,79.33
ARQUITECTURA,5,79.37
ARQUITECTURA,5,79.75
ARQUITECTURA,5,80
ARQUITECTURA,5,80.13
ARQUITECTURA,5,81.41
ARQUITECTURA,5,81.48
ARQUITECTURA,5,81.56
ARQUITECTURA,5,82.2
ARQUITECTURA,5,82.24
ARQUITECTURA,5,82.33
ARQUITECTURA,5,82.39
ARQUITECTURA,5,82.61
ARQUITECTURA,5,83
ARQUITECTURA,5,83.13
ARQUITECTURA,5,83.38
ARQUITECTURA,5,83.65
ARQUITECTURA,5,83.82
ARQUITECTURA,5,84.05
ARQUITECTURA,5,84.08
ARQUITECTURA,5,84.22
ARQUITECTURA,5,84.3
ARQUITECTURA,5,84.38
ARQUITECTURA,5,84.43
ARQUITECTURA,5,84.67
ARQUITECTURA,5,85.09
ARQUITECTURA,5,85.1
ARQUITECTURA,5,85.1
ARQUITECTURA,5,85.24
ARQUITECTURA,5,85.42
ARQUITECTURA,5,85.71
ARQUITECTURA,5,86
ARQUITECTURA,5,86.04
ARQUITECTURA,5,86.22
ARQUITECTURA,5,86.26
ARQUITECTURA,5,86.48
ARQUITECTURA,5,86.59
ARQUITECTURA,5,86.61
ARQUITECTURA,5,86.63
ARQUITECTURA,5,86.67
ARQUITECTURA,5,86.67
ARQUITECTURA,5,86.71
ARQUITECTURA,5,86.92
ARQUITECTURA,5,87.08
ARQUITECTURA,5,87.13
ARQUITECTURA,5,87.44
ARQUITECTURA,5,87.54
ARQUITECTURA,5,87.64
ARQUITECTURA,5,87.84
ARQUITECTURA,5,88
ARQUITECTURA,5,88.04
ARQUITECTURA,5,88.2
ARQUITECTURA,5,88.35
ARQUITECTURA,5,88.48
ARQUITECTURA,5,88.5
ARQUITECTURA,5,89.09
ARQUITECTURA,5,89.67
ARQUITECTURA,5,91.63
ARQUITECTURA,5,92.42
ARQUITECTURA,5,92.79
ARQUITECTURA,6,76.86
ARQUITECTURA,6,78.95
ARQUITECTURA,6,79.19
ARQUITECTURA,6,80.21
ARQUITECTURA,6,80.52
ARQUITECTURA,6,80.64
ARQUITECTURA,6,80.86
ARQUITECTURA,6,80.91
ARQUITECTURA,6,81.06
ARQUITECTURA,6,81.41
ARQUITECTURA,6,81.62
ARQUITECTURA,6,81.84
ARQUITECTURA,6,81.91
ARQUITECTURA,6,82.07
ARQUITECTURA,6,82.12
ARQUITECTURA,6,82.13
ARQUITECTURA,6,82.3
ARQUITECTURA,6,82.32
ARQUITECTURA,6,82.85
ARQUITECTURA,6,82.88
ARQUITECTURA,6,83
ARQUITECTURA,6,83.13
ARQUITECTURA,6,83.19
ARQUITECTURA,6,83.2
ARQUITECTURA,6,83.21
ARQUITECTURA,6,83.39
ARQUITECTURA,6,83.5
ARQUITECTURA,6,83.61
ARQUITECTURA,6,83.75
ARQUITECTURA,6,83.88
ARQUITECTURA,6,83.88
ARQUITECTURA,6,84.12
ARQUITECTURA,6,84.31
ARQUITECTURA,6,84.67
ARQUITECTURA,6,84.67
ARQUITECTURA,6,84.67
ARQUITECTURA,6,84.69
ARQUITECTURA,6,84.87
ARQUITECTURA,6,85
ARQUITECTURA,6,85.12
ARQUITECTURA,6,85.13
ARQUITECTURA,6,85.23
ARQUITECTURA,6,85.31
ARQUITECTURA,6,85.35
ARQUITECTURA,6,85.62
ARQUITECTURA,6,85.72
ARQUITECTURA,6,85.94
ARQUITECTURA,6,85.97
ARQUITECTURA,6,86
ARQUITECTURA,6,86.03
ARQUITECTURA,6,86.13
ARQUITECTURA,6,86.34
ARQUITECTURA,6,86.53
ARQUITECTURA,6,86.72
ARQUITECTURA,6,86.9
ARQUITECTURA,6,87.62
ARQUITECTURA,6,87.72
ARQUITECTURA,6,88
ARQUITECTURA,6,88.32
ARQUITECTURA,6,88.6
ARQUITECTURA,6,88.7
ARQUITECTURA,6,89
ARQUITECTURA,6,89.17
ARQUITECTURA,6,90.95
ARQUITECTURA,6,92.57
ARQUITECTURA,7,78.7
ARQUITECTURA,7,78.78
ARQUITECTURA,7,78.83
ARQUITECTURA,7,79.43
ARQUITECTURA,7,80.18
ARQUITECTURA,7,80.83
ARQUITECTURA,7,81.24
ARQUITECTURA,7,81.33
ARQUITECTURA,7,81.67
ARQUITECTURA,7,82.08
ARQUITECTURA,7,82.23
ARQUITECTURA,7,82.58
ARQUITECTURA,7,82.61
ARQUITECTURA,7,82.81
ARQUITECTURA,7,83.03
ARQUITECTURA,7,83.19
ARQUITECTURA,7,83.23
ARQUITECTURA,7,83.3
ARQUITECTURA,7,83.64
ARQUITECTURA,7,83.71
ARQUITECTURA,7,83.76
ARQUITECTURA,7,83.86
ARQUITECTURA,7,83.87
ARQUITECTURA,7,84
ARQUITECTURA,7,84.21
ARQUITECTURA,7,84.57
ARQUITECTURA,7,84.6
ARQUITECTURA,7,84.63
ARQUITECTURA,7,84.69
ARQUITECTURA,7,84.88
ARQUITECTURA,7,85.09
ARQUITECTURA,7,85.18
ARQUITECTURA,7,85.26
ARQUITECTURA,7,85.38
ARQUITECTURA,7,85.45
ARQUITECTURA,7,85.47
ARQUITECTURA,7,85.81
ARQUITECTURA,7,86.13
ARQUITECTURA,7,86.28
ARQUITECTURA,7,86.86
ARQUITECTURA,7,87.25
ARQUITECTURA,7,87.37
ARQUITECTURA,7,87.53
ARQUITECTURA,7,87.74
ARQUITECTURA,7,87.74
ARQUITECTURA,7,87.75
ARQUITECTURA,7,87.89
ARQUITECTURA,7,88
ARQUITECTURA,7,88.03
ARQUITECTURA,7,88.56
ARQUITECTURA,7,88.65
ARQUITECTURA,7,88.83
ARQUITECTURA,7,89
ARQUITECTURA,7,89
ARQUITECTURA,7,89.08
ARQUITECTURA,7,89.74
ARQUITECTURA,7,89.78
ARQUITECTURA,7,90.57
ARQUITECTURA,7,90.92
ARQUITECTURA,7,91.53
ARQUITECTURA,7,91.75
ARQUITECTURA,7,92.61
ARQUITECTURA,7,93.14
ARQUITECTURA,7,93.55
ARQUITECTURA,8,74.9
ARQUITECTURA,8,79.67
ARQUITECTURA,8,79.67
ARQUITECTURA,8,79.87
ARQUITECTURA,8,80.07
ARQUITECTURA,8,80.33
ARQUITECTURA,8,80.85
ARQUITECTURA,8,81.45
ARQUITECTURA,8,81.62
ARQUITECTURA,8,81.67
ARQUITECTURA,8,81.71
ARQUITECTURA,8,81.82
ARQUITECTURA,8,82.05
ARQUITECTURA,8,82.18
ARQUITECTURA,8,82.28
ARQUITECTURA,8,82.5
ARQUITECTURA,8,82.6
ARQUITECTURA,8,82.71
ARQUITECTURA,8,82.75
ARQUITECTURA,8,82.87
ARQUITECTURA,8,82.94
ARQUITECTURA,8,82.95
ARQUITECTURA,8,83.26
ARQUITECTURA,8,83.55
ARQUITECTURA,8,83.64
ARQUITECTURA,8,83.85
ARQUITECTURA,8,84.02
ARQUITECTURA,8,84.18
ARQUITECTURA,8,84.26
ARQUITECTURA,8,84.67
ARQUITECTURA,8,84.77
ARQUITECTURA,8,84.77
ARQUITECTURA,8,84.83
ARQUITECTURA,8,84.88
ARQUITECTURA,8,84.97
ARQUITECTURA,8,85.14
ARQUITECTURA,8,85.74
ARQUITECTURA,8,86.06
ARQUITECTURA,8,86.36
ARQUITECTURA,8,86.42
ARQUITECTURA,8,87.05
ARQUITECTURA,8,87.58
ARQUITECTURA,8,87.79
ARQUITECTURA,8,87.89
ARQUITECTURA,8,87.95
ARQUITECTURA,8,88.07
ARQUITECTURA,8,89.02
ARQUITECTURA,8,89.39
