"semestre","carrera","promedio"
"8","BIOQUIMICA",85.25
"7","BIOQUIMICA",79.84
"4","BIOQUIMICA",95.29
"7","BIOQUIMICA",84.61
"8","BIOQUIMICA",82.05
"6","BIOQUIMICA",83.17
"4","BIOQUIMICA",85.79
"3","BIOQUIMICA",88
"5","BIOQUIMICA",85.27
"5","BIOQUIMICA",88.27
"5","BIOQUIMICA",79.25
"8","BIOQUIMICA",81.21
"5","BIOQUIMICA",84.32
"6","BIOQUIMICA",86.92
"8","BIOQUIMICA",79.75
"8","BIOQUIMICA",80.11
"2","BIOQUIMICA",92.83
"5","BIOQUIMICA",81.37
"6","BIOQUIMICA",81.93
"7","BIOQUIMICA",86.7
"9","BIOQUIMICA",82.43
"8","BIOQUIMICA",89.43
"3","BIOQUIMICA",83.5
"4","BIOQUIMICA",91.67
"4","BIOQUIMICA",94.11
"6","BIOQUIMICA",81.43
"2","BIOQUIMICA",95.33
"2","BIOQUIMICA",93.67
"8","BIOQUIMICA",82
"4","BIOQUIMICA",92
"3","BIOQUIMICA",91
"7","BIOQUIMICA",82.5
"3","BIOQUIMICA",93.17
"2","BIOQUIMICA",92.83
"2","BIOQUIMICA",87.5
"2","BIOQUIMICA",94.83
"3","BIOQUIMICA",89.33
"5","BIOQUIMICA",85.76
"9","BIOQUIMICA",80.38
"2","BIOQUIMICA",91.33
"4","BIOQUIMICA",73.5
"5","BIOQUIMICA",83.47
"6","BIOQUIMICA",82.73
"4","BIOQUIMICA",90.55
"7","BIOQUIMICA",87.58
"3","BIOQUIMICA",91.75
"6","BIOQUIMICA",82.41
"5","BIOQUIMICA",83
"2","BIOQUIMICA",91.5
"6","BIOQUIMICA",84.15
"6","BIOQUIMICA",85.6
"4","BIOQUIMICA",83.76
"6","BIOQUIMICA",85.59
"7","BIOQUIMICA",78.94
"6","BIOQUIMICA",86.43
"5","BIOQUIMICA",86.61
"6","BIOQUIMICA",85.31
"3","BIOQUIMICA",89.36
"7","BIOQUIMICA",83.73
"8","BIOQUIMICA",79.59
"4","BIOQUIMICA",85.71
"6","BIOQUIMICA",79.5
"5","BIOQUIMICA",83.52
"9","BIOQUIMICA",83.87
"4","BIOQUIMICA",85
"7","BIOQUIMICA",84.5
"9","BIOQUIMICA",83
"2","BIOQUIMICA",88
"8","BIOQUIMICA",84.1
"7","BIOQUIMICA",81.86
"2","BIOQUIMICA",94.83
"4","BIOQUIMICA",88.75
"7","BIOQUIMICA",83.56
"6","BIOQUIMICA",92.11
"2","BIOQUIMICA",97
"2","BIOQUIMICA",92.83
"5","BIOQUIMICA",84.75
"2","BIOQUIMICA",89.5
"2","BIOQUIMICA",91.17
"6","BIOQUIMICA",83.2
"4","BIOQUIMICA",94
"6","BIOQUIMICA",90.03
"4","BIOQUIMICA",84.38
"3","BIOQUIMICA",81.25
"3","BIOQUIMICA",89.92
"7","BIOQUIMICA",84.11
"2","BIOQUIMICA",93.5
"7","BIOQUIMICA",84.64
"4","BIOQUIMICA",90
"5","BIOQUIMICA",85.43
"8","BIOQUIMICA",86.65
"2","BIOQUIMICA",90.75
"5","BIOQUIMICA",86.09
"5","BIOQUIMICA",88.24
"4","BIOQUIMICA",91.61
"6","BIOQUIMICA",87.27
"2","BIOQUIMICA",94.5
"6","BIOQUIMICA",83.83
"6","BIOQUIMICA",80.82
"4","BIOQUIMICA",89.59
"8","BIOQUIMICA",95.29
"2","BIOQUIMICA",92.83
"7","BIOQUIMICA",83.96
"4","BIOQUIMICA",92.83
"4","BIOQUIMICA",91.67
"2","BIOQUIMICA",94
"2","BIOQUIMICA",85.17
"6","BIOQUIMICA",82.07
"10","ARQUITECTURA",91.96
"8","ARQUITECTURA",83.16
"10","ARQUITECTURA",81.68
"12","ARQUITECTURA",83.6
"10","ARQUITECTURA",81.51
"10","ARQUITECTURA",83.08
"13","ARQUITECTURA",84.18
"10","ARQUITECTURA",85.98
"10","ARQUITECTURA",95.81
"10","ARQUITECTURA",90.36
"10","ARQUITECTURA",87.98
"11","ARQUITECTURA",83.73
"11","ARQUITECTURA",81.45
"10","ARQUITECTURA",84.04
"11","ARQUITECTURA",81.9
"14","ARQUITECTURA",84.62
"10","ARQUITECTURA",85.02
"10","ARQUITECTURA",81.37
"10","ARQUITECTURA",87.53
"10","ARQUITECTURA",88.89
"11","ARQUITECTURA",76.8
"11","ARQUITECTURA",87.7
"13","ARQUITECTURA",83.72
"10","ARQUITECTURA",89.98
"13","ARQUITECTURA",79.91
"9","ARQUITECTURA",88.59
"11","ARQUITECTURA",93.79
"11","ARQUITECTURA",85.06
"13","ARQUITECTURA",82.69
"11","ARQUITECTURA",81.7
"13","ARQUITECTURA",79.88
"10","ARQUITECTURA",90.04
"10","ARQUITECTURA",94.62
"11","ARQUITECTURA",82
"10","ARQUITECTURA",88.96
"12","ARQUITECTURA",84.91
"11","ARQUITECTURA",84.26
"11","ARQUITECTURA",79.07
"11","ARQUITECTURA",83.57
"12","ARQUITECTURA",81.54
"11","ARQUITECTURA",84.37
"10","ARQUITECTURA",86.19
"12","ARQUITECTURA",85.02
"13","ARQUITECTURA",82.67
"15","ARQUITECTURA",81.46
"10","ARQUITECTURA",88.79
"10","ARQUITECTURA",87.09
"12","ARQUITECTURA",78.97
"10","ARQUITECTURA",84.1
"10","ARQUITECTURA",87.88
"11","ARQUITECTURA",91.74
"10","ARQUITECTURA",82.03
"11","ARQUITECTURA",80.36
"10","ARQUITECTURA",82.67
"14","ARQUITECTURA",80.26
"11","ARQUITECTURA",83.37
"10","ARQUITECTURA",90.68
"12","ARQUITECTURA",83.72
"12","ARQUITECTURA",80.29
"10","ARQUITECTURA",83.58
"10","ARQUITECTURA",91.6
"10","ARQUITECTURA",86.38
"9","ARQUITECTURA",86.24
"13","ARQUITECTURA",83.06
"11","ARQUITECTURA",80.13
"11","ARQUITECTURA",82.05
"15","ARQUITECTURA",82.19
"12","ARQUITECTURA",81.07
"11","ARQUITECTURA",84.66
"11","ARQUITECTURA",81.14
"11","ARQUITECTURA",80.2
"10","ARQUITECTURA",88
"12","ARQUITECTURA",82.33
"10","ARQUITECTURA",90.66
"10","ARQUITECTURA",85.71
"11","ARQUITECTURA",85.15
"11","ARQUITECTURA",84
"10","ARQUITECTURA",88.26
"10","ARQUITECTURA",85.87
"11","ARQUITECTURA",80.11
"10","ARQUITECTURA",82.14
"11","ARQUITECTURA",81.37
"10","ARQUITECTURA",88.17
"10","ARQUITECTURA",79.13
"10","ARQUITECTURA",88.89
"10","ARQUITECTURA",85.93
"10","ARQUITECTURA",82.76
"12","ARQUITECTURA",84.63
"2","ARQUITECTURA",96.83
"2","ARQUITECTURA",93.83
"7","ARQUITECTURA",83.22
"2","ARQUITECTURA",88.83
"4","ARQUITECTURA",89.56
"9","ARQUITECTURA",82.39
"3","ARQUITECTURA",78
"3","ARQUITECTURA",85.4
"7","ARQUITECTURA",83.71
"7","ARQUITECTURA",88.92
"8","ARQUITECTURA",86.9
"2","ARQUITECTURA",92.33
"7","ARQUITECTURA",83
"3","ARQUITECTURA",88.5
"6","ARQUITECTURA",86.44
"6","ARQUITECTURA",90.83
"6","ARQUITECTURA",89.97
"2","ARQUITECTURA",96.33
"9","ARQUITECTURA",89.93
"2","ARQUITECTURA",88.83
"2","ARQUITECTURA",92.83
"8","ARQUITECTURA",85.18
"4","ARQUITECTURA",90.33
"5","ARQUITECTURA",91.52
"2","ARQUITECTURA",88.5
"8","ARQUITECTURA",90.34
"2","ARQUITECTURA",95.33
"5","ARQUITECTURA",89.54
"8","ARQUITECTURA",90.29
"8","ARQUITECTURA",92.14
"5","ARQUITECTURA",87.09
"5","ARQUITECTURA",94.08
"6","ARQUITECTURA",89.67
"4","ARQUITECTURA",80.3
"4","ARQUITECTURA",89.72
"7","ARQUITECTURA",94.46
"5","ARQUITECTURA",90.29
"9","ARQUITECTURA",90.09
"5","ARQUITECTURA",92.38
"7","ARQUITECTURA",83.16
"4","ARQUITECTURA",94.88
"8","ARQUITECTURA",84.38
"2","ARQUITECTURA",91
"2","ARQUITECTURA",90.17
"3","ARQUITECTURA",89.11
"4","ARQUITECTURA",89.28
"3","ARQUITECTURA",90.36
"3","ARQUITECTURA",87.3
"3","ARQUITECTURA",87.78
"2","ARQUITECTURA",87
"3","ARQUITECTURA",90.75
"6","ARQUITECTURA",91.03
"3","ARQUITECTURA",82.56
"3","ARQUITECTURA",80.88
"7","ARQUITECTURA",89.49
"2","ARQUITECTURA",87.33
"4","ARQUITECTURA",86.89
"5","ARQUITECTURA",83.27
"6","ARQUITECTURA",85.13
"3","ARQUITECTURA",88.08
"3","ARQUITECTURA",89.6
"3","ARQUITECTURA",77.67
"8","ARQUITECTURA",89.37
"8","ARQUITECTURA",81.93
"9","ARQUITECTURA",90.35
"8","ARQUITECTURA",85.53
"5","ARQUITECTURA",88.83
"5","ARQUITECTURA",80
"9","ARQUITECTURA",87.48
"2","ARQUITECTURA",94.17
"8","ARQUITECTURA",84.1
"9","ARQUITECTURA",86.32
"6","ARQUITECTURA",92.37
"9","ARQUITECTURA",87.53
"7","ARQUITECTURA",86.18
"7","ARQUITECTURA",86.31
"5","ARQUITECTURA",86.05
"3","ARQUITECTURA",91.7
"2","ARQUITECTURA",80.33
"3","ARQUITECTURA",79.8
"9","ARQUITECTURA",85.04
"7","ARQUITECTURA",88.24
"2","ARQUITECTURA",79.6
"4","ARQUITECTURA",80
"3","ARQUITECTURA",91.82
"4","ARQUITECTURA",89.41
"3","ARQUITECTURA",88.09
"7","ARQUITECTURA",84.38
"8","ARQUITECTURA",88.88
"3","ARQUITECTURA",82.33
"7","ARQUITECTURA",89.18
"8","ARQUITECTURA",82.92
"6","ARQUITECTURA",90.71
"3","ARQUITECTURA",90.64
"7","ARQUITECTURA",87.12
"3","ARQUITECTURA",87.67
"6","ARQUITECTURA",86.22
"6","ARQUITECTURA",90.48
"2","ARQUITECTURA",86.33
"6","ARQUITECTURA",80.38
"2","ARQUITECTURA",90.83
"4","ARQUITECTURA",82.82
"3","ARQUITECTURA",83.4
"8","ARQUITECTURA",85.22
"2","ARQUITECTURA",88.2
"2","ARQUITECTURA",93.17
"9","ARQUITECTURA",86.89
"4","ARQUITECTURA",87.35
"5","ARQUITECTURA",93.38
"3","ARQUITECTURA",86
"9","ARQUITECTURA",86
"7","ARQUITECTURA",91.27
"6","ARQUITECTURA",89.43
"2","ARQUITECTURA",89.6
"3","ARQUITECTURA",78.5
"3","ARQUITECTURA",92.75
"7","ARQUITECTURA",87.3
"2","ARQUITECTURA",82
"4","ARQUITECTURA",91.76
"9","ARQUITECTURA",84.63
"5","ARQUITECTURA",81.81
"2","ARQUITECTURA",89.17
"2","ARQUITECTURA",90.5
"3","ARQUITECTURA",75.6
"8","ARQUITECTURA",82.59
"2","ARQUITECTURA",86.67
"2","ARQUITECTURA",91.17
"2","ARQUITECTURA",83.5
"4","ARQUITECTURA",85.56
"7","ARQUITECTURA",89.19
"6","ARQUITECTURA",86.76
"9","ARQUITECTURA",85.15
"9","ARQUITECTURA",88.87
"2","ARQUITECTURA",89.67
"3","ARQUITECTURA",85
"5","ARQUITECTURA",90.71
"8","ARQUITECTURA",85.03
"9","ARQUITECTURA",87.48
"6","ARQUITECTURA",93.3
"4","ARQUITECTURA",93.28
"9","ARQUITECTURA",88.02
"4","ARQUITECTURA",86.72
"4","ARQUITECTURA",91
"2","ARQUITECTURA",90.8
"8","ARQUITECTURA",91.66
"2","ARQUITECTURA",86
"2","ARQUITECTURA",86.5
"2","ARQUITECTURA",95.17
"9","ARQUITECTURA",89.96
"7","ARQUITECTURA",83.25
"5","ARQUITECTURA",78.93
"9","ARQUITECTURA",85.33
"4","ARQUITECTURA",83.38
"6","ARQUITECTURA",93
"6","ARQUITECTURA",89.1
"4","ARQUITECTURA",93.5
"2","ARQUITECTURA",86.33
"2","ARQUITECTURA",90.17
"7","ARQUITECTURA",88.6
"7","ARQUITECTURA",83.6
"5","ARQUITECTURA",87.18
"3","ARQUITECTURA",88.9
"2","ARQUITECTURA",87.83
"7","ARQUITECTURA",87.76
"9","ARQUITECTURA",85.04
"6","ARQUITECTURA",86.43
"9","ARQUITECTURA",87.04
"5","ARQUITECTURA",84.42
"8","ARQUITECTURA",82.3
"5","ARQUITECTURA",79.91
"8","ARQUITECTURA",83.8
"8","ARQUITECTURA",87.38
"6","ARQUITECTURA",80.71
"3","ARQUITECTURA",89.3
"9","ARQUITECTURA",90.11
"2","ARQUITECTURA",91.83
"7","ARQUITECTURA",84.73
"4","ARQUITECTURA",79.89
"7","ARQUITECTURA",89.46
"8","ARQUITECTURA",84.12
"3","ARQUITECTURA",90.5
"5","ARQUITECTURA",90.13
"5","ARQUITECTURA",82.86
"7","ARQUITECTURA",87
"5","ARQUITECTURA",90.3
"2","ARQUITECTURA",90.33
"8","ARQUITECTURA",88.41
"7","ARQUITECTURA",87.15
"5","ARQUITECTURA",85.31
"4","ARQUITECTURA",93.44
"3","ARQUITECTURA",78
"6","ARQUITECTURA",86.13
"8","ARQUITECTURA",81.67
"9","ARQUITECTURA",84.53
"3","ARQUITECTURA",85.18
"2","ARQUITECTURA",92.5
"6","ARQUITECTURA",88.37
"9","ARQUITECTURA",83.22
"9","ARQUITECTURA",85.66
"2","ARQUITECTURA",87.5
"7","ARQUITECTURA",93.03
"4","ARQUITECTURA",92.11
"3","ARQUITECTURA",86.67
"3","ARQUITECTURA",87.89
"2","ARQUITECTURA",94
"7","ARQUITECTURA",89.68
"2","ARQUITECTURA",91.67
"2","ARQUITECTURA",87.5
"8","ARQUITECTURA",93.47
"6","ARQUITECTURA",89.17
"4","ARQUITECTURA",77.15
"3","ARQUITECTURA",87.22
"7","ARQUITECTURA",82.94
"8","ARQUITECTURA",90.61
"5","ARQUITECTURA",90.42
"4","ARQUITECTURA",87.17
"8","ARQUITECTURA",80.75
"7","ARQUITECTURA",84.09
"7","ARQUITECTURA",91.6
"3","ARQUITECTURA",91.45
"9","ARQUITECTURA",84.85
"2","ARQUITECTURA",92.33
"2","ARQUITECTURA",86.17
"2","ARQUITECTURA",95.33
"7","ARQUITECTURA",88.6
"8","ARQUITECTURA",83.42
"9","ARQUITECTURA",82.53
"9","ARQUITECTURA",90.06
"8","ARQUITECTURA",81.06
"3","ARQUITECTURA",88
"2","ARQUITECTURA",88.8
"2","ARQUITECTURA",89.67
"9","ARQUITECTURA",82.97
"9","ARQUITECTURA",80.43
"5","ARQUITECTURA",87.65
"7","ARQUITECTURA",84.12
"2","ARQUITECTURA",95
"9","ARQUITECTURA",87.6
"2","ARQUITECTURA",89.8
"4","ARQUITECTURA",88.15
"4","ARQUITECTURA",83.6
"3","ARQUITECTURA",81.14
"8","ARQUITECTURA",81.22
"9","ARQUITECTURA",83
"3","ARQUITECTURA",87.3
"2","ARQUITECTURA",90.17
"5","ARQUITECTURA",90.72
"2","ARQUITECTURA",95.83
"2","ARQUITECTURA",91.5
"6","ARQUITECTURA",85.93
"9","ARQUITECTURA",83.15
"4","ARQUITECTURA",90.89
"4","ARQUITECTURA",89.17
"7","ARQUITECTURA",83.26
"3","ARQUITECTURA",88.2
"8","ARQUITECTURA",82.39
"5","ARQUITECTURA",84.14
"2","ARQUITECTURA",90.67
"4","ARQUITECTURA",81.22
"6","ARQUITECTURA",93.04
"4","ARQUITECTURA",90.76
"3","ARQUITECTURA",90.09
"2","ARQUITECTURA",85.6
"2","ARQUITECTURA",90.83
"2","ARQUITECTURA",83.5
"2","ARQUITECTURA",92.5
"2","ARQUITECTURA",93.5
"2","ARQUITECTURA",91.33
"6","ARQUITECTURA",92.83
"6","ARQUITECTURA",93.43
"4","ARQUITECTURA",89
"5","ARQUITECTURA",90.46
"4","ARQUITECTURA",83.63
"2","ARQUITECTURA",91.67
"6","ARQUITECTURA",89.6
"2","ARQUITECTURA",93.67
"9","ARQUITECTURA",77.17
"6","ARQUITECTURA",84.26
"3","ARQUITECTURA",85.56
"3","ARQUITECTURA",90.56
"3","ARQUITECTURA",89.5
"3","ARQUITECTURA",83.8
"9","ARQUITECTURA",80.78
"2","ARQUITECTURA",90.17
"7","ARQUITECTURA",83.82
"6","ARQUITECTURA",84.41
"9","ARQUITECTURA",83.14
"5","ARQUITECTURA",89.16
"8","ARQUITECTURA",88.03
"5","ARQUITECTURA",89.17
"4","ARQUITECTURA",90.89
"6","ARQUITECTURA",88.34
"8","ARQUITECTURA",89.1
"7","ARQUITECTURA",88.25
"4","ARQUITECTURA",90.28
"2","ARQUITECTURA",81.75
"3","ARQUITECTURA",87.09
"3","ARQUITECTURA",83
"8","ARQUITECTURA",88.44
"8","ARQUITECTURA",86.92
"9","ARQUITECTURA",92.5
"6","ARQUITECTURA",88.88
"5","ARQUITECTURA",84.85
"4","ARQUITECTURA",89.17
"9","ARQUITECTURA",84.39
"4","ARQUITECTURA",87.87
"4","ARQUITECTURA",91.72
"7","ARQUITECTURA",87.31
"6","ARQUITECTURA",83.54
"7","ARQUITECTURA",85.96
"2","ARQUITECTURA",84.5
"3","ARQUITECTURA",88.67
"4","ARQUITECTURA",80
"8","ARQUITECTURA",87.11
"5","ARQUITECTURA",85.18
"2","ARQUITECTURA",86
"2","ARQUITECTURA",89
"2","ARQUITECTURA",83.33
"2","ARQUITECTURA",95.67
"6","ARQUITECTURA",93.55
"3","ARQUITECTURA",89.08
"9","ARQUITECTURA",82.74
"2","ARQUITECTURA",92.33
"3","ARQUITECTURA",86.11
"7","ARQUITECTURA",84.78
"2","ARQUITECTURA",87.4
"4","ARQUITECTURA",87.71
"5","ARQUITECTURA",83.65
"5","ARQUITECTURA",86.35
"4","ARQUITECTURA",97.22
"6","ARQUITECTURA",93.08
"2","ARQUITECTURA",83.83
"2","ARQUITECTURA",89
"2","ARQUITECTURA",87.33
"6","ARQUITECTURA",84.96
"9","ARQUITECTURA",88.69
"8","ARQUITECTURA",83.71
"8","ARQUITECTURA",86.83
"8","ARQUITECTURA",88.2
"6","ARQUITECTURA",86.24
"9","ARQUITECTURA",86.26
"9","ARQUITECTURA",92.13
"3","ARQUITECTURA",87.58
"7","ARQUITECTURA",90.11
"4","ARQUITECTURA",85.44
"3","ARQUITECTURA",92
"2","ARQUITECTURA",97.17
"5","ARQUITECTURA",91.92
"3","ARQUITECTURA",85.8
"5","ARQUITECTURA",92.04
"2","ARQUITECTURA",90
"6","ARQUITECTURA",88.18
"9","ARQUITECTURA",86.28
"3","ARQUITECTURA",90.62
"7","ARQUITECTURA",80.44
"7","ARQUITECTURA",88.59
"5","ARQUITECTURA",86.86
"7","ARQUITECTURA",90.12
"8","ARQUITECTURA",88.34
"7","ARQUITECTURA",90.34
"5","ARQUITECTURA",84.48
"2","ARQUITECTURA",88.33
"5","ARQUITECTURA",93.28
"7","ARQUITECTURA",84.42
"5","ARQUITECTURA",81.92
"6","ARQUITECTURA",83.61
"2","ARQUITECTURA",88.67
"7","ARQUITECTURA",82.13
"7","ARQUITECTURA",87.38
"8","ARQUITECTURA",85.56
"9","ARQUITECTURA",92.24
"8","ARQUITECTURA",85.88
"3","ARQUITECTURA",84.18
"9","ARQUITECTURA",81.69
"4","ARQUITECTURA",87.56
"7","ARQUITECTURA",89.76
"4","ARQUITECTURA",85.55
"5","ARQUITECTURA",88.92
"8","ARQUITECTURA",87.46
"9","ARQUITECTURA",83.36
"2","ARQUITECTURA",90.83
"5","ARQUITECTURA",84.43
"2","ARQUITECTURA",90.33
"3","ARQUITECTURA",76.14
"5","ARQUITECTURA",82.83
"6","ARQUITECTURA",89.9
"5","ARQUITECTURA",83.59
"5","ARQUITECTURA",82.19
"6","ARQUITECTURA",87.77
"6","ARQUITECTURA",83.89
"2","ARQUITECTURA",89.17
"3","ARQUITECTURA",86.5
"2","ARQUITECTURA",94.5
"7","ARQUITECTURA",89.64
"5","ARQUITECTURA",78.22
"6","ARQUITECTURA",90.59
"3","ARQUITECTURA",91.33
"4","ARQUITECTURA",83.44
"7","ARQUITECTURA",83.15
"5","ARQUITECTURA",92.22
"8","ARQUITECTURA",85.14
"4","ARQUITECTURA",86.53
"5","ARQUITECTURA",90.63
"9","ARQUITECTURA",80.26
"6","ARQUITECTURA",89.53
"2","ARQUITECTURA",82.6
"5","ARQUITECTURA",91.42
"2","ARQUITECTURA",95.67
"2","ARQUITECTURA",85
"8","ARQUITECTURA",85.33
"4","ARQUITECTURA",86.89
"2","ARQUITECTURA",87.83
"5","ARQUITECTURA",87.05
"8","ARQUITECTURA",84.68
"3","ARQUITECTURA",89.5
"8","ARQUITECTURA",86.59
"8","ARQUITECTURA",87.52
"3","ARQUITECTURA",85.45
"2","ARQUITECTURA",88.5
"2","ARQUITECTURA",80.5
"4","ARQUITECTURA",91.53
"7","ARQUITECTURA",82.59
"3","ARQUITECTURA",90.58
"6","ARQUITECTURA",90.57
"2","ARQUITECTURA",86.75
"8","ARQUITECTURA",88.15
"4","ARQUITECTURA",84.14
"2","ARQUITECTURA",89.67
"5","ARQUITECTURA",89.29
"2","ARQUITECTURA",91
"8","ARQUITECTURA",90.68
"2","ARQUITECTURA",94
"2","ARQUITECTURA",87
"5","ARQUITECTURA",94.12
"7","ARQUITECTURA",88.62
"9","ARQUITECTURA",85.93
"3","ARQUITECTURA",89.42
"4","ARQUITECTURA",90.22
"6","ARQUITECTURA",85.47
"8","ARQUITECTURA",80.89
"2","ARQUITECTURA",86
"3","ARQUITECTURA",84
"2","ARQUITECTURA",82.67
"9","ARQUITECTURA",85.48
"6","ARQUITECTURA",86.36
"7","ARQUITECTURA",82.5
"9","ARQUITECTURA",82.6
"7","ARQUITECTURA",84.52
"2","ARQUITECTURA",96
"2","ARQUITECTURA",85.33
"2","ARQUITECTURA",86.83
"3","ARQUITECTURA",88.75
"7","ARQUITECTURA",83.3
"8","ARQUITECTURA",87.1
"4","ARQUITECTURA",91.56
"2","ARQUITECTURA",88.5
"5","ARQUITECTURA",84.67
"2","ARQUITECTURA",93.83
"3","ARQUITECTURA",89
"4","ARQUITECTURA",90.06
"7","ARQUITECTURA",84.29
"6","ARQUITECTURA",91.8
"6","ARQUITECTURA",88
"3","ARQUITECTURA",91.75
"5","ARQUITECTURA",86.96
"7","ARQUITECTURA",88.41
"7","ARQUITECTURA",84.08
"7","ARQUITECTURA",89.11
"6","ARQUITECTURA",95.57
"2","ARQUITECTURA",91.17
"9","ARQUITECTURA",83.13
"7","ARQUITECTURA",88.66
"2","ARQUITECTURA",91.83
"7","ARQUITECTURA",85.34
"6","ARQUITECTURA",86.83
"5","ARQUITECTURA",92.43
"5","ARQUITECTURA",81.1
"3","ARQUITECTURA",82.2
"8","ARQUITECTURA",84.79
"2","ARQUITECTURA",88.5
"2","ARQUITECTURA",92.83
"9","ARQUITECTURA",83.26
"6","ARQUITECTURA",88.63
"6","ARQUITECTURA",86.07
"9","ARQUITECTURA",82.18
"3","ARQUITECTURA",81.8
"3","ARQUITECTURA",86.6
"2","ARQUITECTURA",86
"2","ARQUITECTURA",84.5
"9","ARQUITECTURA",90.91
"9","ARQUITECTURA",83.98
"4","ARQUITECTURA",85
"5","ARQUITECTURA",87
"2","ARQUITECTURA",83.5
"7","ARQUITECTURA",87.03
"6","ARQUITECTURA",87.7
"6","ARQUITECTURA",81.96
"7","ARQUITECTURA",85.45
"3","ARQUITECTURA",93.75
"2","ARQUITECTURA",82.33
"3","ARQUITECTURA",82.8
"3","ARQUITECTURA",76.71
"5","ARQUITECTURA",87.05
"3","ARQUITECTURA",87.5
"9","ARQUITECTURA",83.7
"6","ARQUITECTURA",93.5
"2","ARQUITECTURA",91.67
"2","ARQUITECTURA",89.67
"3","ARQUITECTURA",89.83
"7","ARQUITECTURA",87.03
"5","ARQUITECTURA",87.25
"5","ARQUITECTURA",77.91
"4","ARQUITECTURA",88.38
"2","ARQUITECTURA",89
"2","ARQUITECTURA",86.17
"6","ARQUITECTURA",86.4
"3","ARQUITECTURA",91.5
"8","ARQUITECTURA",84.33
"3","ARQUITECTURA",91.75
"7","ARQUITECTURA",86.72
"6","ARQUITECTURA",89.13
"4","ARQUITECTURA",87
"4","ARQUITECTURA",86.21
"6","ARQUITECTURA",87.8
"4","ARQUITECTURA",88.83
"2","ARQUITECTURA",75
"2","ARQUITECTURA",84
"3","ARQUITECTURA",84.5
"6","ARQUITECTURA",85.55
"6","ARQUITECTURA",87.77
"8","ARQUITECTURA",86.11
"3","ARQUITECTURA",91.5
"4","ARQUITECTURA",84.36
"9","ARQUITECTURA",86.81
"3","ARQUITECTURA",87.8
"5","ARQUITECTURA",84.67
"4","ARQUITECTURA",81.27
"2","ARQUITECTURA",92
"9","ARQUITECTURA",87.59
"9","ARQUITECTURA",81.16
"7","ARQUITECTURA",84.43
"4","ARQUITECTURA",92.47
"4","ARQUITECTURA",89.74
"3","ARQUITECTURA",87.75
"2","ARQUITECTURA",86.5
