years_experience,salary
5.374162018669524,74303.62510063835
3.7330432669255336,61347.028371595414
3.0384102542725935,57423.741116131605
7.519305527086466,97506.66645228853
4.112681263646941,63491.223777077925
4.007306205129483,62896.065446571316
7.1811803309843825,94135.72730974879
6.228270601744804,84635.69376409483
9.167746014221484,107948.22527660825
1.9391678842807705,43242.33343562465
5.253279408802346,72680.77606317149
9.536476946036139,114215.91084120626
10.555215115767991,122478.87672931199
7.295416704731272,95274.60683781841
2.1280167672729045,45390.77326257632
8.361118388521467,103096.16972988352
6.4027094453041755,86374.76181495997
8.108573258423412,102113.53958732018
10.911253309715885,124532.57806547912
4.218790519546112,64090.52885439644
1.7352258617178198,42294.6828374488
2.645895831853018,52938.57291824004
1.3841108076478617,40663.16821953707
1.4645411288879053,41036.90111223247
9.19858346888672,108383.21841211608
5.519985287138109,76261.30247982912
10.519212478309619,122271.2061312957
6.346583467553715,85815.21387977675
5.752461859437979,79382.30046295487
6.92421998067479,91573.96109733732
9.825204812447422,118268.0275540557
7.959261026426854,101532.57926646085
3.3345692131258855,59096.446915735
7.562013512378443,97932.44371165689
5.411978790802119,74811.31526651845
9.540568379222716,114393.23355551252
1.1205864823669434,39438.6585213984
8.587292432490418,103976.19237368999
2.0464912960666917,44202.58481167421
3.0783803848883045,57649.49241384914
10.004349075819931,119301.36841272953
9.239136893287288,108955.26501671049
3.6484395758104706,60869.18672417754
4.200500744857425,63987.22820695474
1.7440040299040507,42335.472058954154
8.429755449519554,103363.23029449426
5.031554317973056,69704.11671878827
10.792222400866553,123845.98336663948
6.038951861022538,82748.28057846418
4.605929686746596,66277.09087074478
10.0382968269893,119497.18600511571
2.082748758146895,44731.01717845869
5.370146434006745,74249.71587654055
2.4341945226974273,49853.14394913573
2.970310470805737,57039.113539110804
5.827531782498191,80390.11418003822
8.508034243640825,103667.80596616612
9.51383364795327,113234.55030229471
5.710495933924003,78818.90791292973
4.1412088732316334,63652.347716012264
6.993921726237296,92268.85264972273
8.134717229817928,102215.26340329158
4.08254452286083,63321.01146511797
4.6655766587050165,66613.97696836593
10.278426847762935,120882.3052223782
5.479743964520227,75721.06272368405
7.30879012445198,95407.93314572402
3.0074384661398117,57248.81245675766
1.4613670479142828,41022.15221597503
4.330178084438894,64719.645820910875
9.382182945546523,110973.07262987926
8.62844973098655,104136.33168056584
9.72951642239552,117716.07729184862
6.252650241234934,84878.74657999167
3.9541321703308467,62595.73849802862
1.9358209707629705,43226.78144414527
8.949138626766954,105384.10302051142
2.6794439212741907,53427.51768372618
1.9540075050533814,43311.288206814716
6.125727510134253,83613.39041228344
5.915012330545431,81512.66542937268
7.364224436351018,95960.58551820146
6.1390245356874935,83745.95510853647
9.502720963429127,112752.92655501835
5.886605117523725,81183.173702756
6.00628543114744,82422.6126058244
10.21433443020127,120512.60701071993
1.518945259017457,41289.69897023445
5.745652927793527,79290.8905556281
1.8189007141121996,42683.49198490802
5.09113910531241,70504.0424888191
3.80234353891764,61738.43630780683
8.222518256709929,102556.88921701681
9.629883923576205,117141.37660122316
3.1377471894578273,57984.79612605781
3.115990227260176,57861.91280356547
10.625752976995187,122885.75358217531
7.754734286722853,99853.77347148348
8.655385187570914,104241.13509345773
8.141132732900017,102240.22554255642
2.0914561950141333,44857.923233333764
5.307726579393652,73411.72932835977
5.192385073954127,71863.26961783416
4.818524652464542,67477.82723711974
9.936484507898916,118909.91166402411
9.516261767389093,113339.78499864328
8.316091030954457,102920.97237498644
5.100833091659135,70634.18425552388
4.645488886632259,66500.521231699
2.345476549808984,48560.128782049374
7.836713248080267,100671.06272673621
7.243804892609961,94760.062876875
5.597356374354709,77300.00932571196
5.526755505338347,76352.1926591673
9.889830924176966,118640.80422315001
2.154359276117811,45774.7006942637
4.983703864530782,69061.72438132575
6.236637937419753,84719.11191710623
5.905649549056992,81419.32317932368
9.278471127790919,109510.1137286187
7.2607539419141025,94929.03642391264
9.8151185812645,118209.8481036221
8.707958197149974,104445.69189436536
7.918390814923696,101373.55698897583
4.397834962537295,65101.77186841064
10.840988734200057,124127.27758065757
2.0460964582533183,44196.83026989864
8.925095669318962,105290.55405880469
5.085086641673765,70422.78816447029
1.202573144151491,39819.62320982393
7.357385014903373,95892.39990607917
8.366767495609986,103118.14989200977
1.795323560468001,42573.93681097464
10.25582957895847,120751.95954057686
3.532679887379464,60215.37600391921
9.606764959937,117008.0216766007
1.2508140831018602,40043.78277281331
6.568434174481091,88026.95450248923
6.728246777768193,89620.20625096001
4.96980277422693,68875.10224399653
4.0536393036044664,63157.75478675803
8.08902908770952,102037.49499581521
7.466708599178127,96982.30137950633
1.8664641257024364,42904.50330409732
5.787270873127069,79849.6114717309
10.055796773207327,119598.12928463385
5.278374244589842,73017.67423361863
5.357865843787088,74084.84895284165
10.605910713606422,122771.29933674104
2.1449183537827814,45637.104496187494
5.0417553510163025,69841.06558739385
10.373394942607987,121430.10067407931
1.52299003734805,41308.49370687727
3.7555558746066957,61474.17957977862
4.624621459617067,66382.6620039172
1.0671107525197434,39343.0
8.17710964296943,102380.20842900833
8.502704761156497,103647.06943431801
8.99286384765431,105554.23387996404
3.7237622714756404,61294.609309294414
2.4352025174165197,49867.834912169434
6.314995877029599,85500.30139604658
10.00455335754141,119302.54675160296
9.496089629704628,112579.84031661348
10.620091816213058,122853.09884552025
9.587260782068586,116416.88229485255
1.925969996877507,43181.007252157484
8.241482431648897,102630.67709768844
6.524705485802838,87591.00134071139
2.6907907971562586,53592.89209588738
5.637741978112598,77842.18605616162
5.345504192737296,73918.8937874982
2.390574296216951,49217.40338164194
4.856778881432512,67693.88712233082
8.363357419965896,103104.88159768548
9.347195783074419,110479.54371604774
1.3442312121102886,40477.86103227247
2.3690264649886985,48903.35571250751
2.711052457813441,53888.19454348767
3.3824575422906866,59366.9201988578
6.95241538950402,91855.05522566033
2.4049138859195534,49426.394935118646
6.9486945985413575,91817.96080015806
3.641722321838964,60831.24767374647
2.592056869812067,52153.89995702765
2.8584270633832745,56036.097544887125
2.8510961304808027,55929.2532705741
3.8958186178457446,62266.383553592765
6.6590399206589215,88930.24848900911
6.80207747682794,90356.26140523615
8.857555837730043,105027.76271407689
1.567444151665255,41515.05715807122
1.912973934232335,43120.61888106625
5.467865769621884,75561.59795717378
5.75106801641649,79363.58812039136
5.814362499291866,80213.31655299329
7.822888887182889,100533.24076076981
3.7126143730388206,61231.64597892326
7.5286916035789,97600.24094187983
8.256244727242247,102688.1158478153
3.691791326031706,61114.037409427074
5.89774327002571,81332.70340009515
1.0892117636065282,39343.0
8.928975926575237,105305.6517870382
6.943858471808904,91769.74703469886
1.3864801957955877,40674.1779764635
9.951974111847182,118999.25887695236
8.97422407965281,105481.70823719457
4.339705910876159,64773.458984628545
9.048154428461832,106261.26636788259
7.206450970372087,94387.66294912451
5.941825182348482,81779.97615542318
5.703961280737507,78731.18019390102
8.032537693571115,101817.69211680397
9.014312769875591,105783.89593186509
6.259469647206242,84946.73264782262
10.996411599695886,125023.78855045093
7.589763936617315,98209.10156610631
7.044014891502606,92768.25646083523
4.030912974932446,63029.39648241845
4.887452464453428,67867.13151923296
2.0526808392740605,44292.7939652865
6.106700824169328,83423.70386655611
2.8922517775374246,56529.073962176
8.214171729935568,102524.41364011294
5.439672513143023,75183.10348894508
7.428235385638202,96598.74267712006
9.004088558957882,105639.67321265988
6.421329411466392,86560.39356761418
2.272943658283933,47503.00218412261
2.499486299169602,50804.73531800852
2.3025299248034927,47934.20558183046
7.727485245926098,99582.11415926024
9.122221765611684,107306.06022571841
1.2920422361844044,40235.3562574702
7.792245217613275,100227.73869699554
10.848320974535177,124169.57144695983
7.842778214757907,100731.52741202895
6.0273164301248805,82632.28115012999
1.3765685709794409,40628.1219598178
6.10455652546026,83402.32628057606
3.219206036922561,58444.87569653862
2.61321612987251,52462.28441726413
4.507210544119283,65719.5251531857
9.35718570494087,110620.4615538959
5.095586306428562,70563.74616380343
1.3026282573416783,40284.54596911433
9.428510611118854,111626.57068044256
3.438273498403346,59682.168718982095
3.259876094885259,58674.580183911945
10.367425770234846,121395.66926338541
2.6053782718267886,52348.05199061332
2.047838005080787,44222.21234738298
8.348137473918502,103045.66217124654
10.886508194951002,124389.8431675943
4.307427133974189,64591.14845268622
2.657883271000564,53113.28318412711
6.682163129483505,89160.7753193858
10.330602284454796,121183.26384387055
6.411854901924129,86465.9374447326
8.316369471541595,102922.0557619982
8.38506281711085,103189.33532475858
6.47340288883113,87079.54010020195
3.5690743365358513,60420.93185275449
9.346798723307318,110473.94279097303
4.734224311955789,67001.6989139263
5.596020464920225,77282.07474155402
1.8111089914872582,42647.28644711079
9.480740564631105,112363.32640468638
3.8038895935196493,61747.16842419898
8.771959899972781,104694.71670171227
7.070649911084402,93033.79428855595
4.433018098385414,65300.48621968082
3.969682791672702,62683.56840736742
10.7593096362434,123656.1357889568
4.760216137153045,67148.5007426404
2.38270736379145,49102.74721205828
5.654157162916515,78062.5599121542
2.9591554337718433,56976.10988994337
8.351787780885324,103059.86518380835
1.0573253133905283,39343.0
6.509992431288221,87444.3195437279
10.895999559985047,124444.59130805734
4.727175452075411,66961.88695332193
10.263380437458045,120795.51444129646
10.945292579902446,124728.9235583296
9.490077716374898,112495.03626718432
4.23816605940868,64199.96190354023
8.03517506168911,101827.95387639035
5.207006044701961,72059.55615012383
10.042792891395088,119523.12022687793
10.114707526692888,119937.93859499569
5.910639319426165,81469.06869501914
7.271009615901146,95031.28036572647
7.241159126702178,94733.68591365736
5.451299136173348,75339.1909031272
1.1618424564566112,39630.36128100172
2.2503121892748306,47173.16109635328
3.1734279602310504,58186.32111938497
3.7306640361203605,61333.5904760078
9.19113614994438,108278.16653111544
8.92297769767167,105282.31322366795
1.8084789715607343,42635.065621185546
3.49873219259082,60023.63942375295
10.043862019828357,119529.28717898941
10.484171926979503,122069.08504341818
9.14231880079462,107589.5490040089
7.051651774360993,92844.39236449191
1.6603641987078035,41946.82564332893
1.1887447078618076,39755.36707586453
7.118755802454824,93513.38597257336
2.138288563843486,45540.47899103889
8.778334842824048,104719.5210248063
9.804474940884813,118148.45340260121
7.795867284376617,100263.84889159267
8.148595832421005,102269.263784329
7.887826694661202,101180.63823242486
5.827936064274493,80395.54166288505
8.604871965250243,104044.59273751912
10.223777762904076,120567.07809084361
4.115783881153957,63508.74736075755
1.4696587413133602,41060.68095130275
7.278193093421965,95102.89604487029
6.746171406514665,89798.90583724795
4.406357600113761,65149.90772544252
2.642307975607731,52886.28190671845
9.339073850890358,110364.97574065939
6.446467901115036,86811.01174016634
1.985965633445085,43459.786976741496
4.221269304437567,64104.529031463375
1.267119539506595,40119.54879357398
3.9544604573892865,62597.59266333469
3.6854908404924247,61078.45226710122
10.838840703481141,124114.88729884916
6.592288345022607,88264.76865570288
1.993905281474916,43496.67987458678
9.528857061948845,113885.66506486293
2.773851804857399,54803.46013812722
3.0513395662256464,57496.76587004245
9.144695879472547,107623.08007583974
8.748115515287044,104601.9403685714
2.92579786714677,56787.70635364496
3.890747299776862,62237.74074913972
6.483249274724871,87177.7036443696
8.613256035040004,104077.21439088293
2.083520626210394,44742.2667266686
2.8977370568855187,56609.01886129705
8.667693113152065,104289.02411299167
4.031200330970543,63031.019469321625
7.026604285885133,92594.68142813184
5.020295646455802,69552.96905366913
7.738305069979901,99689.98239516462
1.6726133585588512,42003.74340610346
3.1340352634607465,57963.8311680263
3.587337681334435,60524.08322417689
7.277836363067224,95099.33962159869
6.895208443706894,91284.73057953587
3.823724360704203,61859.195189257334
9.432152272359088,111677.93995389731
9.536537513210543,114218.53582254496
1.2688564441810282,40127.619610627844
10.139116951128912,120078.73716220411
8.179985742322176,102391.39907012628
8.221581684957206,102553.24510146986
7.693262416767581,99240.9296639644
7.891058738745594,101212.86009592419
8.217358193961303,102536.81188195852
6.764716620077689,89983.79234386451
5.028142045343063,69658.30695873062
10.120284355639788,119970.10688832632
6.591594194094975,88257.84831802985
8.692092926927838,104383.96157022832
6.793571039664328,90271.45647993352
4.370764113820303,64948.87571485707
4.493638002623749,65642.86743881894
8.733286042306666,104544.24023733867
1.8159201899866597,42669.64248280468
8.22317997176595,102559.46389014387
6.980922798659893,92139.25984123981
1.3488864319820184,40499.492287276444
10.459766634663657,121928.31031112657
8.580958360404018,103951.54707502654
7.5053820189011935,97367.85603743544
10.095958093753556,119829.7880197641
9.807383833769775,118165.23249345766
2.296949762136043,47852.87781104275
3.1268502189713057,57923.25003674994
10.64762793526276,123011.93282863361
9.446964638220013,111886.8831867315
8.072504845629876,101973.20067208716
4.60000479959254,66243.62710809866
1.2110782621563645,39859.14365815324
5.118930252419892,70877.13863873704
7.708065860308192,99388.51259434252
1.3305808134589183,40414.43217987244
8.111105574738751,102123.3925998926
10.674766881648251,123168.47583834847
2.95560130101895,56956.03614815503
7.71455935305851,99453.2494703168
8.325133546463576,102956.15598078555
9.430337604934502,111652.3422552061
7.119235232757157,93518.16565297247
2.928839579799412,56804.88594670708
9.600646880999657,116972.73134229956
4.386006893764687,65034.96693598296
8.632727372114253,104152.97559331727
3.1273787547447434,57926.23520679831
3.582738461177688,60498.10682873158
4.303577973019687,64569.40839161519
2.938728665408237,56860.739502225726
2.525549327464726,51184.58947594979
9.684815325385394,117458.23219483842
6.556029224631227,87903.28335496102
8.094314133454269,102058.05862834933
5.302903733472391,73346.98262186685
5.683747697962881,78459.81284515167
3.749247491383906,61438.5498313363
10.882879029413571,124368.90939633019
9.467794307629207,112180.70650341759
3.432839118491917,59651.475341242345
10.262094843605315,120788.09887224235
3.792738423266136,61684.18661460713
3.2397395033045617,58560.848714664164
2.055382265969629,44332.1657585818
